transactionHash,address_from,time_remaining,amount,dsec,tranche,user_address,principal_token_addr
0x4c37b6383a415cd5a6320f50b1a52c2796067549e9fc1824b6e77644e6e17ecd,0x086f51fcEd9Ff6c742D706C319112359E3658b08,1207107,1504223080850000000000,1815758210455600950000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x086f51fcEd9Ff6c742D706C319112359E3658b08,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x4ed775ab9bf4e8ddd6d57e9a1923a5f881d38485c76b03e9107abc8bc2d0aa59,0xF3881E1a018CcC24F1c78aeD70a4b84dB04c05E4,1206361,6013506520600000000000,7254459739697536600000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xF3881E1a018CcC24F1c78aeD70a4b84dB04c05E4,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x4a744d58869fd0285495a1cd039154fb1748ad4184675decab8eb93504512c94,0xE0e8C1D735698060477e79a8e4C20276Fc2Ec7A7,1206194,6000977334540000000000,7238342855058140760000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xE0e8C1D735698060477e79a8e4C20276Fc2Ec7A7,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x3206803814f7330629a22b22cf10155331bf44b9e1b82fd0a387ad6815dc4183,0x4190c17f06cD7F291eAf0E22B1d5337017832C2E,1206176,1983432856388660000000000,2392369108987448364160000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x4190c17f06cD7F291eAf0E22B1d5337017832C2E,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xe5732de38d2402dccb0ecff8ff722d0d128fd73af2050e2ec0bfb74568888df8,0xC075C4ddfe32f799488a167123b559aac1Db0F50,1206167,500000000000000000000,603083500000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xC075C4ddfe32f799488a167123b559aac1Db0F50,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xb68070d2b951b81bcb45048c5eb93b9c0938fcff127df4bc8aed02be808a418e,0x056F2F34aE9f48c1622EAB9Cf12A0B156E34ACc1,1206146,6271400174190000000000,7564224234498571740000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x056F2F34aE9f48c1622EAB9Cf12A0B156E34ACc1,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x54dc8b7b39909999d88f567fd6d2b4f255afad76d2a31e2966dafb2dd150d2cd,0xF1c0dC910eCfb7260E97e79d9E89774DCa231456,1206014,50000000000000000000000,60300700000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xF1c0dC910eCfb7260E97e79d9E89774DCa231456,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x4b110f30fe67f3aef1c394a06a324c5cb883287dfd5a6c15f0c87a45b3211c55,0xFd72FAc7D08F9912E5D02091417304D5a0072E2b,1205960,52027848780370000000000,62743504515175005200000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xFd72FAc7D08F9912E5D02091417304D5a0072E2b,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x964d4a9e35568742aab2a2bcc4e3d766779e6e946c417c5282773f3e667d88ab,0x70e4d7dC67A5dE6e0F4ef561a745D2aa6b2C39bf,1205871,4945857401240000000000,5964066010290680040000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x70e4d7dC67A5dE6e0F4ef561a745D2aa6b2C39bf,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xe2422053dd9c0f8b0daf86d6a6e269883dc485d67f92137a1845230484baa2eb,0x8A26CCa5d9C53E662EfB60dEcB2EB940E796c070,1205782,3000315095910000000000,3617725936976551620000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x8A26CCa5d9C53E662EfB60dEcB2EB940E796c070,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xb7198693bbc25229b81ff23b4c88b42207acd821719558a6d2c77e2614020353,0x6b0ABF7fcaa10EBAd592409d931571306B875CF4,1205773,6377581140840000000000,7689915144934069320000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x6b0ABF7fcaa10EBAd592409d931571306B875CF4,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x7df0a8e487f42c25d99cf24fef514bc8c1802dbb211f0baa04a62523d0d58458,0x54A85CFDb41f0B4f9001b4837E594940d375ed37,1205722,15000000000000000000000,18085830000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x54A85CFDb41f0B4f9001b4837E594940d375ed37,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xc252e99722deee1c2d3691743cb8309260f6bcf238492a9c5534d45af9aa840d,0x10Ac093411Ab176Af22CAaB884910E8c4B087640,1205644,9854596996560000000000,11881135741320584640000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x10Ac093411Ab176Af22CAaB884910E8c4B087640,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xb3122d12df1334b0088803f07efeab00fae63c20bc2ca7ce1793ade5b20241e1,0x04122BAfBFdb9026B9a5933CED1A6F7E249b38fB,1205636,10640163368610000000000,12828164003077485960000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x04122BAfBFdb9026B9a5933CED1A6F7E249b38fB,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x695c4afc314d06c4e892a9808327ee79ff7e41968ca488bcacf357db50c7c83f,0xad91BaE71E4569eC5ff09BE170e223cc6B388AB0,1205636,10089784941730000000000,12164607958007590280000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xad91BaE71E4569eC5ff09BE170e223cc6B388AB0,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xae3a8dd5d47a396a78198ef2d7d3b7c8ea7f8144bd3be5d974dff7802028cf3d,0xc0819E1e01204BCB9CB5a0a3Be826afedAd6EDEf,1205568,954253723927210000000000,1150417753447478705280000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xc0819E1e01204BCB9CB5a0a3Be826afedAd6EDEf,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xa0164d20e9823bc20910f186453cea69a9791719e17fac60b2c06c03c5ef2a6b,0x0487FeD00E5f5e81507b1cd6E851B741a4a020FD,1205548,51186439645760000000000,61707709942066676480000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x0487FeD00E5f5e81507b1cd6E851B741a4a020FD,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xa1aac1f0a2807380f454dee9e604ab841286fd4b481466ca451b523647432979,0x6D8a144eFCA3E16C8e2adbCdaC7cCF34164B0796,1205548,14716809677150000000000,17741820472668828200000000000,0x28DcafcbF29A502B33a719d726B0E723A73b6AD3,2,0x6D8a144eFCA3E16C8e2adbCdaC7cCF34164B0796,0x8364Cf2bc1504e05EfEd9b92Ee903b642B6f3Fb5
0x98b8c7332eaae255b7f9d2fc8606bd5fc30bf330bf0f393c4bef13cf049b9871,0x7496fd894f546898D49e9A79462c9d803dF68394,1205507,18591984690760000000000,22412767688604015320000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x7496fd894f546898D49e9A79462c9d803dF68394,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xef34118b56ffa1da1ea81ea1fa8a01734e874afa4aaba82bd16b81e7e4a17474,0x9F7610115501abD147d1d82Ce92cea2A716690ED,1205507,10022272700000000000000,12081919895758900000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x9F7610115501abD147d1d82Ce92cea2A716690ED,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x7c8f2930533ea9c9189d37800886acf5caa5ce4034837e93058edd36b09bdf79,0x645E4BFd69A692BB7314eE5b0568342d0a34388b,1205465,201724500192030000000000,243171824623985443950000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x645E4BFd69A692BB7314eE5b0568342d0a34388b,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x1ffb9dca33d160423674b21249b7ed202655927c3f8c9947207ef55aaf98d359,0xF1c0dC910eCfb7260E97e79d9E89774DCa231456,1205273,175000000000000000000000,210922775000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xF1c0dC910eCfb7260E97e79d9E89774DCa231456,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x333025f84c30618e8658506ac6083cc1bc568e019271de6fa0acab948779fe69,0xDB19D3186Ea32001F6F16867D5D31a39BbA139Be,1205258,10000000000000000000000,12052580000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xDB19D3186Ea32001F6F16867D5D31a39BbA139Be,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xcd8240943154c8c80c5cd46f5072c7ce97d2f74f061179eaaee953b9a3355f95,0x5C7ca6A93a46aE786D99D91ED423A91d6fa13879,1205213,754630701620000000000,909490731791545060000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x5C7ca6A93a46aE786D99D91ED423A91d6fa13879,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x20d1b25bf2cddc9734da82c3bc6faebcec46d76d7b2ba69dc17bb1cbbd48efcd,0x101D5810f8841BcE68cB3e8CFbadB3f8C71fdff0,1205190,30359566797100000000000,36589046308196949000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x101D5810f8841BcE68cB3e8CFbadB3f8C71fdff0,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x00cb7b0d357d3a1f447c73222eafeaaef5cd43252075e5d77a3248e512c96823,0xAE0156E7303a9E0C10783cF9B90F46aF89925823,1205176,516710890000000000000,622727563566640000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xAE0156E7303a9E0C10783cF9B90F46aF89925823,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x92e0412a98907566376f72cc46f06a02713ec9bcb9641bd94c71d0c1bbc4fdb3,0x541959881e4766125980F24F8b2F89405b249Df9,1205138,5015269650960000000000,6044092036618632480000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x541959881e4766125980F24F8b2F89405b249Df9,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xdfab13448a243a312e74080626a2428cdc744147e9e0e02c66172ab1cd19b574,0xF1c0dC910eCfb7260E97e79d9E89774DCa231456,1205137,25565284496920000000000,30809670262764678040000000000,0x28DcafcbF29A502B33a719d726B0E723A73b6AD3,2,0xF1c0dC910eCfb7260E97e79d9E89774DCa231456,0x8364Cf2bc1504e05EfEd9b92Ee903b642B6f3Fb5
0x9895fc279fe9547562c403ff24934f629fe84282fae3f53fe0a76d3597fe95e5,0xED60d8590019e5E145ea81455c01F3e817Fe54EB,1204787,139000000000000000000000,167465393000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xED60d8590019e5E145ea81455c01F3e817Fe54EB,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xc27219f5b4ddacf8a537c417201ff8698c1f8b5dcb00759c3a6d93b7795fa8f3,0x83B7b877Dd0f31bee22Dfe0A3e74b699208EDbc9,1204753,50112552290600000000000,60373247709757221800000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x83B7b877Dd0f31bee22Dfe0A3e74b699208EDbc9,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x2601964d8a1ed6f7759193cefe00435a32f489fbeabb75cd34daf66be6c166ef,0x416535372f3037606f0c001A3a3289EE5EF32A3E,1204667,5000000000000000000000,6023335000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x416535372f3037606f0c001A3a3289EE5EF32A3E,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x3a7fc631777e64cf00433ce8a73d8dcde8b88984f4aa7824e9d219f9b26c4781,0x9dd3571f34A38e844D74D56757cEEb37837E8Bf3,1204600,100000000000000000000,120460000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x9dd3571f34A38e844D74D56757cEEb37837E8Bf3,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x3ff4fdda45d9c6e625b0448777fddb3647783a6f1400ee679248f1835e7dd0f0,0xf7845cc3D24a511e15a0368871465f0dC5Ae4fB1,1204581,110000000000000000000000,132503910000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xf7845cc3D24a511e15a0368871465f0dC5Ae4fB1,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xbfa5c685c993027f7fc31bb553fc8f7323e23c4096039aa85bd2b9c8e29e9885,0x392cfB3f7b84A135D2fd6792CB549f2c38cF4018,1204581,4000000000000000000000,4818324000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x392cfB3f7b84A135D2fd6792CB549f2c38cF4018,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x8c22eb3d4e638347f09cf28b8f8511091d83ab1649b65f0bb0684014f1414473,0xc7d9dB303e4c08d623F48148F201213b93F49982,1204579,995734827910000000000,1199441263268999890000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xc7d9dB303e4c08d623F48148F201213b93F49982,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x889e20d0b8946ba1dbd64beb0a54cd8051b64c94547fe5fe4c55e37d888fa929,0x432DcBdA06e8B296CA29705572D7cb6315Ed8Bed,1204314,654678534010000000000,788438524007719140000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x432DcBdA06e8B296CA29705572D7cb6315Ed8Bed,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x26266b64a7907a1831f13fd5e5188d5e11a345474c1c1495bfe7c3101ff68d32,0x0003189FA95767DF7C2d95142775D9e32f81009d,1204136,5358654470060000000000,6452548758960168160000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x0003189FA95767DF7C2d95142775D9e32f81009d,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x9530d11a7e53416ca8b1d201c2a305ae2e34c20ce77f3765768919e75cda964f,0x9F7610115501abD147d1d82Ce92cea2A716690ED,1204096,1662214684460000000000,2001466052699548160000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x9F7610115501abD147d1d82Ce92cea2A716690ED,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x2cbb39caf689338cc45b90f1a2dff85447d9030cf307f7893ec683cb0b7c8a28,0xef764BAC8a438E7E498c2E5fcCf0f174c3E3F8dB,1204088,200000000000000000000000,240817600000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xef764BAC8a438E7E498c2E5fcCf0f174c3E3F8dB,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xd851ab9a0b7de4ff1cdb888e6a808956d7a0f84bcaf85d943a586d1e1438b1d6,0x2237Ab6ecd5277c4Bee571A86c83cfcD5B688cE1,1204036,1502612616030000000000,1809199683754297080000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x2237Ab6ecd5277c4Bee571A86c83cfcD5B688cE1,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x2db45e5264895f113676a3a57e658de712dfe21dd5f99b63675e9d5df61ce2cb,0xC075C4ddfe32f799488a167123b559aac1Db0F50,1203969,1500000000000000000000,1805953500000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xC075C4ddfe32f799488a167123b559aac1Db0F50,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x40d9040a9cf0a3eb8d21139ddf713890c1a8f0be83e966c0ec156f538b0c0e37,0xF145d905A0705b7D61f103a997Cc4D8b14a92Ae1,1203969,3022660276600000000000,3639189270557825400000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xF145d905A0705b7D61f103a997Cc4D8b14a92Ae1,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x0ae00945dbb94a8cdb7754582c54c5944388de4b8d4e2f8a5f3b27b2b0649912,0x54683a50f0D2B3F3d1b32780524AE01AA1A583c2,1203899,86745570267300000000000,104432905299232202700000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x54683a50f0D2B3F3d1b32780524AE01AA1A583c2,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xf817feb8d00812ac5bb73b85e9626cf83bdfae96aaa965ea6fa76b808f7fc3e6,0x0003189FA95767DF7C2d95142775D9e32f81009d,1203873,8960967215390000000000,10787866484493205470000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x0003189FA95767DF7C2d95142775D9e32f81009d,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xe45a6f6ae787142f46a2bee0983f801cc712b0b56dcbddb0034bd1113c51ae3c,0x73050f3368bFC79fD57F7FAE54dcB00cB9E68774,1203776,360635550780000000000,434124420775745280000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x73050f3368bFC79fD57F7FAE54dcB00cB9E68774,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x5e0f14efadfca2470854ddb0940a91d87d6470e257c80be79361d71f10298cc3,0x63DF7d9D7795883d56cA290f94aba8a6AA4F6f22,1203742,83038812677530000000000,99957306450075317260000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x63DF7d9D7795883d56cA290f94aba8a6AA4F6f22,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xa7c059fb234599691b6eb0234569c77b39aea4e57c72d728b28a52fd65ced23c,0xA6C0643a179d92FdF95C2A4065018d82A58C3D23,1203612,11099572630700000000000,13359578813182088400000000000,0x28DcafcbF29A502B33a719d726B0E723A73b6AD3,2,0xA6C0643a179d92FdF95C2A4065018d82A58C3D23,0x8364Cf2bc1504e05EfEd9b92Ee903b642B6f3Fb5
0xa12a287f6bfead48f5368840d6e7ac8e2cb7c328614063f9ccefc5f71338933a,0xbEd3D1d99fac85Eeb0B98d3425EB5f46DF7F2b48,1203546,20000000000000000000000,24070920000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xbEd3D1d99fac85Eeb0B98d3425EB5f46DF7F2b48,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x67c6bc8a662ffe3966319c53a57bca5a3a8d1a09cbcca174dc9131797cc0160f,0x9b616Ac1D31F17Be9B23560d93699cA7732e2808,1203534,5000000000000000000000,6017670000000000000000000000,0x28DcafcbF29A502B33a719d726B0E723A73b6AD3,2,0x9b616Ac1D31F17Be9B23560d93699cA7732e2808,0x8364Cf2bc1504e05EfEd9b92Ee903b642B6f3Fb5
0x31267797fbed54c8668bcb1b9460e299c508da560b9ea61b117b69c36f55bd1f,0x82Ab72623B1E29942781DF85bD6a49326A977333,1203352,1083598999060000000000,1303951022716849120000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x82Ab72623B1E29942781DF85bD6a49326A977333,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xe176e7ffbe6dcaae62e3962f794c9e4c186d82b859db0084ea7510e04b8bdd50,0x9CBBDA094cc0FA9217b783aCE7F0C103a8265cC4,1203132,23870281267450000000000,28719099241869653400000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x9CBBDA094cc0FA9217b783aCE7F0C103a8265cC4,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xe011d261e381bc2d779fa68aafdec3548631db165060de569cf4bba65c7c94f3,0xe1e07f527160B60d2E826Ea6cd3dAae3052a3Dda,1203042,204263635960000000000,245737733132590320000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xe1e07f527160B60d2E826Ea6cd3dAae3052a3Dda,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x4fbfc88e4e9c3da68846eb4fd9f06a667355fe800e17e7ae4526808bd98d60df,0xED60d8590019e5E145ea81455c01F3e817Fe54EB,1202844,177000000000000000000000,212903388000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xED60d8590019e5E145ea81455c01F3e817Fe54EB,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xf5382922a480c194bf25e7fc304e22b2c23232e2b439dadfa2a3ad9cae059bdc,0x21F0ea893b517a6487Ed8b4A357b52551EB4dBD2,1202825,4000000000000000000000,4811300000000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x21F0ea893b517a6487Ed8b4A357b52551EB4dBD2,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xe7593c90408d9df9f1b46c3ec8efd56677a80bd6f715049084847af60e07bf29,0xF23f6Bd1a912c34D1d06C3989441D88Ec0204917,1202818,243637093900000000000,293051082010610200000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xF23f6Bd1a912c34D1d06C3989441D88Ec0204917,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x459f790360114b49d59540c92d902ec9ccea0ec20bf1ef443e13a4f491a49afd,0xC671a41162789649457058C4Ee454D6fcCd2C44c,1202703,93165423228620000000000,112050334013330959860000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xC671a41162789649457058C4Ee454D6fcCd2C44c,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x4899d71a8074d63a5f95babb63f20c82283ebedfeeddf7fde7d7f42851eef4b9,0xADEEb9d09B8Bcee10943198FB6F6a4229bAB3675,1202682,25055205434580000000000,30133444582471543560000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xADEEb9d09B8Bcee10943198FB6F6a4229bAB3675,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xf8bb700e454f3849538cbc9d739f3499c11741c7325610dbffa53c6e0e1e3c3e,0xf10806C57b21F89A60ac5b743532fd3d4efcE18A,1202682,8800000000000000000000,10583601600000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xf10806C57b21F89A60ac5b743532fd3d4efcE18A,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xcee8825ccb39746c1497262f56ec91ddb3b9691a3cfdea362a87a1f6dbd1ee6f,0x652151c8521A46bEA762624726214FADd2e666Cc,1202636,8928221818570000000000,10737400974997750520000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x652151c8521A46bEA762624726214FADd2e666Cc,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x45a669adc65d6cee568b6caf6f59f57406047f79d951440d4b0b2c822e970362,0x28265b4188FF587E5Cfe1155606026cD2CCd243d,1202608,2300000000000000000000,2765998400000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x28265b4188FF587E5Cfe1155606026cD2CCd243d,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x3a7d7b82d443efe2cc39f350a2bcb7a709259d324e8d7caad00c21408c0f503b,0x7Ce859c2792635A1b919e288F2D836D10d16DFDC,1201978,100000000000000000000,120197800000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x7Ce859c2792635A1b919e288F2D836D10d16DFDC,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xf034147868919aab88c4e21a87bf62ab2da7f5ae3f2d403d308716c7a7709fd5,0xC065A07F9FE675D3a4B452A791e187bb4CEfAa43,1201852,649000000000000000000,780001948000000000000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xC065A07F9FE675D3a4B452A791e187bb4CEfAa43,0x9be973b1496E28b3b745742391B0E5977184f1AC
0x25b85c364592c03008a504ebdba80475433168877e78720505ce456f860786f1,0xfEf7643906542ECf98c89a6D74c17acC991c5b5E,1201728,60792505955700000000000,73056056597131449600000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0xfEf7643906542ECf98c89a6D74c17acC991c5b5E,0x9be973b1496E28b3b745742391B0E5977184f1AC
0xc642a7d3bb7de562e850bfa880fbceee1114632ad062c50e14bc1ac2cc31885c,0x543657598f7b237ab7289c2CED5D5418551cD057,1201728,280058696753780000000000,336554377532526531840000000000,0x372Bc201134676c846F1fd07a2a059Fd18526De3,0,0x543657598f7b237ab7289c2CED5D5418551cD057,0x9be973b1496E28b3b745742391B0E5977184f1AC
